證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"4722","國精化","36000","1234150","34.35","34.40","34.20","34.40","-0.1500","30"
"4737","華廣","52000","4044700","77.60","78.10","77.50","77.50","-0.4000","36"
"4739","康普","1437000","145107500","101.00","102.50","100.00","100.00","-1.0000","1032"
"4746","台耀","6283000","421011300","70.00","70.20","64.20","65.70","-3.3000","3631"
"4755","三福化","1748000","229114000","132.50","135.00","126.50","128.00","-4.0000","1348"
"4763","材料-KY","2619000","440666000","163.00","173.00","163.00","165.50","1.0000","1824"
"4764","雙鍵","9000","473500","53.30","53.30","52.00","52.00","-1.0000","9"
"4766","南寶","53000","7100500","134.50","135.00","133.50","134.50","0.0000","50"
"4770","上品","2737000","879294500","330.50","334.50","310.00","310.00","-12.0000","2286"
"4807","日成-KY","9000","194050","21.55","21.75","21.50","21.75","-0.1000","8"
"4904","遠傳","5274000","355230900","66.60","67.90","66.60","67.40","0.6000","2543"
"4906","正文","1411000","39561250","28.10","28.40","27.80","28.00","-0.1500","743"
"4912","聯德控股-KY","30000","2437000","81.60","82.10","80.50","81.20","-0.9000","30"
"4915","致伸","4833000","277421800","57.20","58.10","56.70","57.20","0.0000","2713"
"4916","事欣科","1737000","47163750","27.70","28.00","26.65","26.75","-1.2500","1087"
"4919","新唐","7473000","900078000","123.50","123.50","118.00","118.50","-5.5000","5130"
"4927","泰鼎-KY","1854000","109720400","59.30","60.40","58.40","58.50","-1.0000","1057"
"4930","燦星網","59000","1578400","26.90","26.90","26.60","26.70","-0.0500","46"
"4934","太極","1338000","36616550","27.10","27.95","26.80","27.45","0.7500","747"
"4935","茂林-KY","157000","9890700","63.30","63.90","62.20","62.60","-1.1000","114"
"4938","和碩","5149000","324733600","62.70","63.50","62.70","63.00","-0.8000","2638"
"4942","嘉彰","76000","2780650","36.85","37.05","36.35","36.55","-0.3000","55"
"4943","康控-KY","65000","468750","7.17","7.40","7.14","7.14","0.0100","39"
"4952","凌通","384000","18588800","49.05","49.05","48.05","48.15","-1.0000","281"
"4956","光鋐","303000","4418050","14.80","14.85","14.20","14.60","-0.2000","125"
"4958","臻鼎-KY","7180000","893791500","127.50","127.50","122.50","122.50","-4.5000","3944"
"4960","誠美材","2312000","23060720","10.05","10.10","9.91","9.96","-0.0900","535"
"4961","天鈺","3555000","424646000","121.00","123.00","117.00","117.50","-3.5000","2680"
"4967","十銓","332000","9964500","30.15","30.70","29.75","30.70","0.4000","169"
"4968","立積","2585000","319695000","125.00","126.50","121.00","124.00","-2.0000","1849"
"4976","佳凌","472000","18703450","40.20","40.60","39.15","39.25","-0.9500","330"
"4977","眾達-KY","9215000","1061106500","117.50","119.50","110.00","110.50","-4.5000","5986"
"4989","榮科","234000","6141050","26.70","26.75","26.00","26.25","-0.6500","160"
"4994","傳奇","114000","4746000","42.50","42.50","41.10","41.10","-1.3000","100"
"4999","鑫禾","41000","1516450","37.00","37.20","36.80","37.10","-0.2500","33"
"5007","三星","28000","1432900","51.30","51.50","51.00","51.00","-0.7000","24"
"5203","訊連","109000","9138100","84.30","84.50","83.40","83.90","-0.7000","99"
"5215","科嘉-KY","272000","13228400","49.20","49.85","48.10","48.35","-1.0500","193"
"5222","全訊","2312000","339264000","153.50","154.00","142.00","143.00","-7.5000","1498"
"5225","東科-KY","885000","32721700","37.05","37.75","36.10","37.20","0.3000","570"
"5234","達興材料","252000","17652300","70.70","70.80","69.70","69.70","-1.0000","157"
"5243","乙盛-KY","2462000","153890700","63.10","64.10","61.50","61.90","-1.8000","1479"
"5244","弘凱","91000","2495350","27.65","27.65","27.10","27.45","-0.0500","58"
"5258","虹堡","6750000","454357400","68.90","69.30","66.00","66.30","-2.3000","4265"
"5269","祥碩","1079000","773195000","732.00","733.00","706.00","706.00","-27.0000","966"
"5283","禾聯碩","25000","2595500","104.00","104.00","103.50","104.00","0.0000","25"
"5284","jpp-KY","4444000","277439000","59.40","63.10","59.30","63.10","5.7000","2011"
"5285","界霖","298000","19570900","66.70","66.90","65.00","65.20","-1.5000","239"
"5288","豐祥-KY","141000","24600000","173.50","176.50","172.00","175.00","1.5000","111"
"5306","桂盟","230000","35667000","152.50","157.00","152.50","156.50","3.0000","147"
"5388","中磊","5992000","488127200","81.90","82.80","80.40","80.40","-2.8000","3334"
"5434","崇越","430000","73190000","172.00","173.00","167.50","169.50","-3.0000","320"
"5469","瀚宇博","1372000","46129000","34.00","34.15","33.25","33.35","-0.8000","764"
"5471","松翰","623000","31290200","50.50","51.00","49.75","49.95","-1.1500","438"
"5484","慧友","17000","235100","13.75","14.00","13.70","14.00","0.1500","15"
"5515","建國","67000","775900","11.70","11.70","11.45","11.60","-0.1000","30"
"5519","隆大","135000","3086300","22.85","22.95","22.80","22.80","-0.2000","108"
"5521","工信","479000","3192700","6.70","6.71","6.64","6.65","-0.0900","143"
"5522","遠雄","1250000","65871900","53.20","53.30","52.30","52.40","-0.7000","860"
"5525","順天","22000","519900","23.80","23.80","23.55","23.70","0.0000","18"
"5531","鄉林","136000","1290450","9.56","9.56","9.43","9.47","-0.0900","62"
"5533","皇鼎","73000","1283550","17.50","17.65","17.50","17.60","0.0000","53"
"5534","長虹","121000","8656100","71.40","71.80","71.20","71.50","0.0000","100"
"5538","東明-KY","20000","834500","41.50","41.90","41.50","41.50","-0.4000","9"
"5546","永固-KY","13000","616150","48.35","48.35","47.20","47.20","-0.8000","10"
"5607","遠雄港","552000","28796000","52.30","52.80","51.60","52.20","0.0000","370"
"5608","四維航","8545000","215741050","25.10","25.65","24.85","25.10","-0.0500","3603"
"5706","鳳凰","872000","49840300","57.30","58.40","55.70","56.80","-0.4000","597"
"5871","中租-KY","5620000","1180335500","214.00","214.00","207.00","208.00","-6.5000","3325"
"5871A","中租-KY甲特","75000","7267400","97.00","97.00","96.80","96.80","0.0000","37"
"5876","上海商銀","5760000","275740050","46.80","48.20","46.80","47.90","1.1000","2178"
"5880","合庫金","11788000","307225750","25.80","26.30","25.70","26.05","0.2500","3586"
"5906","台南-KY","7000","216600","30.85","31.50","30.35","30.35","-0.2500","7"
"5907","大洋-KY","1877000","31736450","17.15","17.30","16.30","16.85","-0.1000","991"
"6005","群益證","2226000","25633400","11.50","11.65","11.45","11.55","0.0000","701"
"6024","群益期","114000","4250750","37.30","37.35","37.20","37.35","0.0500","67"
"6108","競國","61000","1022950","16.85","16.85","16.70","16.80","0.0000","50"
"6112","邁達特","206000","6707250","32.60","32.70","32.45","32.55","-0.1500","42"
"6115","鎰勝","94000","4010000","42.80","42.80","42.50","42.65","0.1500","63"
"6116","彩晶","7811000","87053250","11.25","11.35","11.05","11.05","-0.2000","2022"
"6117","迎廣","260000","3797750","15.00","15.00","14.40","14.55","-0.3000","139"
"6120","達運","940000","8501860","9.10","9.13","8.98","9.00","-0.1300","413"
"6128","上福","123000","3625850","29.55","29.65","29.35","29.50","-0.0500","57"
"6133","金橋","8309000","209943850","26.00","26.20","24.50","24.85","-1.1000","3571"
"6136","富爾特","49000","894250","18.25","18.35","18.15","18.30","0.0500","37"
"6139","亞翔","3240000","118149350","37.90","37.90","35.15","36.60","-0.5500","1905"
"6141","柏承","21000","406500","19.35","19.40","19.20","19.30","-0.1000","17"
"6142","友勁","983000","9364830","9.70","9.70","9.40","9.45","-0.2900","355"
"6152","百一","698000","7567300","10.95","11.05","10.70","10.80","-0.2000","343"
"6153","嘉聯益","21535000","562356150","26.80","26.95","25.35","25.35","-1.9500","8801"
"6155","鈞寶","295000","7066800","24.30","24.60","23.60","23.70","-0.7500","188"
"6164","華興","1827000","19266900","10.35","10.85","10.20","10.20","-0.1000","758"
"6165","浪凡","327000","8961400","28.40","28.40","26.70","27.00","-1.4000","224"
"6166","凌華","74000","3835400","52.20","52.20","51.40","51.70","-0.5000","47"
"6168","宏齊","323000","5901100","18.35","18.55","18.15","18.15","-0.3500","203"
"6176","瑞儀","1506000","158330500","105.00","106.00","104.50","105.00","-0.5000","1069"
"6177","達麗","115000","3276450","28.65","28.65","28.35","28.60","0.0500","72"
"6183","關貿","27000","1591100","59.00","59.10","58.80","58.90","-0.2000","26"
"6184","大豐電","153000","7329350","47.85","48.00","47.50","48.00","0.1500","23"
"6189","豐藝","148000","5595250","37.90","37.90","37.70","37.85","-0.2000","118"
"6191","精成科","1248000","36013550","29.20","29.30","28.55","28.60","-0.6000","744"
"6192","巨路","105000","7322800","69.80","70.60","69.20","69.40","-0.6000","97"
"6196","帆宣","6983000","885792000","126.00","130.50","123.50","124.00","1.5000","4980"
"6197","佳必琪","2318000","94697350","39.40","42.25","39.40","40.30","1.6000","1536"
"6201","亞弘電","2000","78700","39.40","39.40","39.30","39.30","0.0000","2"
"6202","盛群","1027000","71506700","70.10","70.90","69.00","69.10","-1.4000","749"
"6205","詮欣","2595000","199105700","78.70","78.80","75.60","75.70","-3.0000","1587"
"6206","飛捷","419000","28997500","69.50","69.90","68.60","68.80","-0.6000","302"
"6209","今國光","270000","7191250","26.90","27.15","26.35","26.35","-0.5000","155"
"6213","聯茂","4068000","297315000","74.10","74.70","71.80","72.30","-2.9000","2640"
"6214","精誠","194000","13350900","69.10","69.50","68.30","68.60","-0.5000","141"
"6215","和椿","227000","4761200","21.10","21.20","20.70","20.70","-0.5000","102"
"6216","居易","419000","10957850","26.20","26.60","25.75","26.20","0.0000","203"
"6224","聚鼎","70000","3948800","56.20","57.10","56.00","56.30","-0.7000","60"
"6225","天瀚","33000","337850","10.05","10.30","10.05","10.30","0.9000","25"
"6226","光鼎","834000","9445650","11.40","11.55","11.20","11.30","-0.1500","382"
"6230","尼得科超眾","234000","31807500","133.00","144.00","129.00","129.50","-3.5000","225"
"6235","華孚","8466000","323448950","38.85","39.20","37.45","37.55","-1.1000","4343"
"6239","力成","3050000","254698200","84.70","84.70","82.80","82.90","-1.4000","2100"
"6243","迅杰","249000","6958400","28.05","28.55","27.30","27.70","-0.4000","168"
"6257","矽格","1304000","64582600","49.95","49.95","49.05","49.30","-0.7000","722"
"6269","台郡","5192000","548336500","112.50","112.50","102.00","103.50","-8.5000","3180"
"6277","宏正","65000","5006600","77.20","77.20","76.80","76.80","-0.1000","60"
"6278","台表科","1546000","149624900","95.70","98.40","95.70","96.20","-0.4000","1050"
"6281","全國電","24000","1958300","81.40","81.80","81.40","81.60","-0.1000","16"
"6282","康舒","3191000","96031850","30.35","30.60","29.60","29.90","-0.3000","1681"
"6283","淳安","308000","10770050","35.55","36.00","34.50","34.55","-1.0000","195"
"6285","啟碁","8803000","776015600","89.60","90.00","86.70","88.10","-1.5000","5069"
"6288","聯嘉","1648000","41868450","25.50","25.90","25.00","25.10","-0.5000","784"
"6405","悅城","11000","236850","21.50","21.85","21.35","21.55","-0.1000","8"
"6409","旭隼","244000","420505000","1730.00","1745.00","1690.00","1710.00","0.0000","231"
"6412","群電","189000","13758200","73.00","73.10","72.30","73.10","0.2000","125"
"6414","樺漢","3100000","660901500","207.50","217.50","207.00","212.50","9.0000","2119"
"6415","矽力*-KY","3207000","1575639500","496.00","504.00","482.00","483.50","-29.5000","2626"
"6416","瑞祺電通","290000","28168400","99.50","99.50","95.30","97.10","-1.6000","238"
"6426","統新","356000","25611900","73.40","73.80","70.50","70.90","-1.6000","288"
"6431","光麗-KY","152000","3229300","21.00","21.70","20.80","20.80","-0.2500","103"
"6438","迅得","531000","48024400","89.50","91.80","88.60","89.10","-0.3000","438"
"6442","光聖","963000","48411600","51.50","51.80","49.20","49.75","-1.5500","578"
"6443","元晶","10360000","343950700","33.50","33.90","32.65","32.80","-0.8000","5256"
"6449","鈺邦","34000","1396600","41.50","41.50","40.80","41.00","-0.6000","25"
"6451","訊芯-KY","197000","15840300","81.30","81.70","79.50","80.00","-1.8000","162"
"6456","GIS-KY","1437000","130065500","91.60","91.80","89.50","90.50","-1.2000","960"
"6464","台數科","50000","4986800","99.90","100.00","99.10","99.90","-0.1000","38"
"6477","安集","2722000","129530800","47.30","48.45","46.80","47.45","0.1500","1765"
"6491","晶碩","1995000","823822500","418.00","421.00","400.50","413.00","3.0000","1732"
"6504","南六","43000","3145000","73.40","73.50","72.70","73.40","0.0000","37"
"6505","台塑化","2499000","207038200","83.20","83.70","82.30","82.40","-0.9000","1405"
"6515","穎崴","1309000","630442500","499.50","500.00","467.50","470.50","-14.5000","1102"
"6525","捷敏-KY","149000","10561800","70.80","71.60","70.20","70.60","-0.3000","122"
"6531","愛普*","5549000","1061874000","194.50","196.50","187.50","187.50","-8.0000","3840"
"6533","晶心科","4957000","2560799000","531.00","534.00","507.00","510.00","-19.0000","4179"
"6541","泰福-KY","3071000","117535350","35.70","39.20","35.30","39.20","3.5500","1469"
"6550","北極星藥業-KY","7594000","820434000","107.50","110.50","105.50","107.00","-0.5000","4780"
"6552","易華電","91000","2915400","32.30","32.30","31.90","31.90","-0.7000","25"
"6558","興能高","1253000","31599500","25.40","26.10","24.50","24.70","-1.4500","785"
"6573","虹揚-KY","89000","1182850","13.65","13.65","13.10","13.25","-0.5000","66"
"6579","研揚","261000","22538200","87.00","89.50","83.60","85.50","-1.5000","202"
"6581","鋼聯","166000","15914000","95.30","97.20","94.80","95.60","0.4000","151"
"6582","申豐","137000","7840100","57.70","58.40","56.60","56.60","-1.1000","96"
"6585","鼎基","498000","27263400","58.20","58.70","52.90","53.00","-4.8000","393"
"6591","動力-KY","122000","5257350","43.30","43.55","42.75","42.90","-0.6000","90"
"6592","和潤企業","193000","19463000","100.50","102.00","100.00","100.50","-0.5000","144"
"6592A","和潤企業甲特","18000","1681500","93.30","93.50","93.30","93.50","0.2000","17"
"6598","ABC-KY","95000","2604050","27.45","27.75","27.00","27.30","-0.2500","68"
"6605","帝寶","818000","61303100","75.20","76.00","73.80","75.60","0.4000","497"
"6625","必應","85000","2913000","33.80","34.90","33.80","34.00","-0.2500","72"
"6641","基士德-KY","1000","53800","53.80","53.80","53.80","53.80","0.8000","1"
"6655","科定","7000","903000","128.50","130.00","128.50","129.00","1.0000","4"
"6666","羅麗芬-KY","4760000","422320100","88.20","93.00","83.90","86.70","1.6000","3678"
"6668","中揚光","951000","39781850","43.50","43.60","39.80","39.80","-2.4500","728"
"6669","緯穎","774000","694171000","899.00","906.00","883.00","899.00","8.0000","647"
"6670","復盛應用","624000","136358500","221.00","222.00","216.00","217.00","-5.0000","499"
"6671","三能-KY","24000","905200","39.20","39.20","37.40","37.90","-0.5500","20"
"6672","騰輝電子-KY","3248000","249399100","72.70","78.70","72.70","76.90","4.9000","2294"
"6674","鋐寶科技","32000","746500","23.25","23.50","23.00","23.50","0.4000","24"
"6689","伊雲谷","347000","28443600","83.00","83.60","81.00","81.20","-3.3000","271"
"6691","洋基工程","147000","28836500","196.00","198.00","195.00","196.00","1.5000","114"
"6695","芯鼎","2120000","107862200","52.20","53.30","48.60","50.30","-3.7000","1451"
"6698","旭暉應材","36000","1103900","31.25","31.35","30.05","30.40","-0.1500","29"
"6706","惠特","1705000","168119300","97.40","101.00","96.90","97.50","-0.5000","1371"
"6715","嘉基","200000","26040000","133.00","133.00","129.00","129.50","-2.5000","141"
"6719","力智","2514000","725650500","292.00","296.00","282.50","284.00","-7.5000","2165"
"6743","安普新","253000","10024750","39.10","40.40","38.50","39.15","0.0500","178"
"6754","匯僑設計","122000","6501600","52.30","53.80","52.30","53.40","0.0000","102"
"6756","威鋒電子","715000","152041500","217.00","217.50","208.50","209.50","-5.5000","617"
"6768","志強-KY","1519000","123581800","82.30","83.20","79.70","79.90","-1.8000","1018"
"6770","力積電","19457000","654361900","33.75","34.20","33.15","33.35","-0.6000","8493"
"6776","展碁國際","108000","4238500","39.30","39.35","39.00","39.15","-0.0500","51"
